2024-12-06 11:40:41,954 INFO    MainThread:43852 [wandb_setup.py:_flush():79] Current SDK version is 0.18.7
2024-12-06 11:40:41,955 INFO    MainThread:43852 [wandb_setup.py:_flush():79] Configure stats pid to 43852
2024-12-06 11:40:41,955 INFO    MainThread:43852 [wandb_setup.py:_flush():79] Loading settings from C:\Users\ledou\.config\wandb\settings
2024-12-06 11:40:41,955 INFO    MainThread:43852 [wandb_setup.py:_flush():79] Loading settings from c:\Users\ledou\Documents\Scolaire\Hust\Deep Learning\projet\DL-HUST\wandb\settings
2024-12-06 11:40:41,955 INFO    MainThread:43852 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-12-06 11:40:41,955 INFO    MainThread:43852 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-12-06 11:40:41,955 INFO    MainThread:43852 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-12-06 11:40:41,956 INFO    MainThread:43852 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-12-06 11:40:41,957 INFO    MainThread:43852 [wandb_init.py:_log_setup():533] Logging user logs to c:\Users\ledou\Documents\Scolaire\Hust\Deep Learning\projet\DL-HUST\wandb\run-20241206_114041-vlhmufcj\logs\debug.log
2024-12-06 11:40:41,957 INFO    MainThread:43852 [wandb_init.py:_log_setup():534] Logging internal logs to c:\Users\ledou\Documents\Scolaire\Hust\Deep Learning\projet\DL-HUST\wandb\run-20241206_114041-vlhmufcj\logs\debug-internal.log
2024-12-06 11:40:41,957 INFO    MainThread:43852 [wandb_init.py:_jupyter_setup():479] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000020D2D8022A0>
2024-12-06 11:40:41,957 INFO    MainThread:43852 [wandb_init.py:init():619] calling init triggers
2024-12-06 11:40:41,957 INFO    MainThread:43852 [wandb_init.py:init():626] wandb.init called with sweep_config: {}
config: {}
2024-12-06 11:40:41,957 INFO    MainThread:43852 [wandb_init.py:init():669] starting backend
2024-12-06 11:40:41,957 INFO    MainThread:43852 [wandb_init.py:init():673] sending inform_init request
